pc4,stedelijkheid,mgr_mean,PercentageTrees,PercentageBushes,PercentageGrass
5255,5,3.736374098,31.56,8.62,66.17
5256,5,3.730887225,23.72,9.17,59.34
5257,5,3.495232281,29.24,8.52,65.05
5258,4,3.852897257,40.0,7.97,46.73
5261,3,4.646825562,45.54,8.09,38.65
5262,2,3.810130317,50.2,8.21,32.69
5263,4,4.058129745,52.17,9.03,31.39
5264,4,3.92693327,49.51,8.73,62.84
5266,5,3.481880448,43.94,7.42,50.68
5268,5,3.605365346,58.39,7.48,34.09
5271,4,3.957699313,40.61,8.13,48.77
5272,4,4.194060149,24.62,8.06,30.23
5275,4,4.226853294,27.8,8.32,50.33
5281,3,3.902656733,45.97,8.65,38.94
5282,3,4.081955562,45.5,8.15,38.44
5283,3,4.54912517,46.95,7.96,39.38
5291,5,3.736740437,39.2,7.84,51.49
5292,5,3.460835865,30.05,9.21,60.04
5293,5,3.502374315,29.98,7.98,54.16
5294,5,3.494459889,41.29,7.72,51.68
5296,5,3.941065916,36.99,8.59,50.82
5298,5,4.069743399,44.49,9.29,45.49
5301,3,4.898051634,24.47,9.74,52.95
5302,3,4.853610718,8.64,7.15,43.23
5305,5,3.837565497,28.42,11.03,57.83
5306,5,3.746570665,26.84,8.71,61.99
5307,5,3.529237393,28.01,11.12,65.3
5308,5,3.521064605,27.97,8.82,53.88
5311,5,3.949034236,31.27,9.84,55.14
5313,5,3.558902488,23.21,9.32,63.54
5314,5,4.700923508,25.94,8.37,62.34
5315,5,3.712810862,27.97,9.32,63.45
5316,5,3.437444105,36.67,9.38,54.13
5317,5,3.504471206,35.23,8.89,54.34
5318,5,3.53063159,25.33,8.82,63.26
5321,4,4.528458076,24.03,9.09,58.43
5324,5,3.709740336,24.52,8.53,56.41
5325,5,3.63768327,25.97,8.52,60.93
5327,5,3.62758963,29.74,13.65,59.99
5328,5,4.068105943,24.47,8.91,60.23
5331,4,3.756866912,21.79,8.8,58.02
5333,5,4.293549734,26.94,10.24,67.72
5334,5,4.278579149,23.27,7.82,63.63
5335,5,3.748336678,35.3,11.31,54.64
5341,1,4.500003433,22.09,8.25,42.77
5342,2,4.943894992,40.3,8.95,46.2
5343,3,4.734103242,43.81,9.73,43.4
5344,2,4.394064194,28.96,8.17,48.84
5345,2,3.824451942,25.95,9.47,57.38
5346,2,4.166788545,17.87,8.98,55.7
5347,3,5.698558482,20.26,7.29,48.93
5348,2,5.155542142,20.61,7.95,47.2
5349,4,6.754224335,21.84,6.48,45.41
5351,4,4.335033779,41.44,8.34,51.08
5352,5,3.71393772,23.03,8.12,60.78
5353,5,3.348126816,30.28,9.8,60.39
5354,5,3.457445675,30.62,7.85,54.02
5355,5,3.842874431,29.23,8.47,54.78
5356,5,4.056224576,29.16,9.04,58.93
5357,5,3.913775288,26.25,8.72,57.34
5358,5,4.752156946,30.33,9.07,56.94
5359,5,3.387648655,26.05,9.97,69.65
5361,4,3.798985713,27.11,8.98,48.03
5363,5,3.759201316,37.56,9.08,49.64
5364,5,3.48092937,44.85,9.19,46.4
5366,5,3.528042969,25.66,8.38,76.79
5367,5,4.008067263,29.45,9.82,65.58
5368,5,3.700995581,26.11,9.26,68.45
5371,5,4.730724363,25.29,9.11,44.73
5373,5,4.134764454,43.45,8.32,48.13
5374,4,4.009890369,45.71,9.59,46.41
5375,5,3.768508798,49.09,9.14,45.0
5381,5,4.050273579,30.59,8.4,59.62
5382,5,3.958226436,37.55,8.54,54.81
5383,5,3.606763382,42.14,7.79,50.89
5384,4,4.049235652,35.03,8.96,52.29
5386,4,4.006933886,28.19,8.41,63.56
5388,4,4.060704528,43.23,9.72,51.18
5391,5,3.969435724,40.15,8.64,55.16
5392,5,3.890226205,44.13,9.37,52.1
5394,5,3.59056956,27.82,8.46,64.22
5395,5,3.803698564,20.62,7.6,68.95
5396,5,3.62147528,24.12,9.26,75.18
5397,5,3.532744627,22.42,9.16,59.39
5398,5,3.633280791,26.05,8.77,69.95
5401,2,4.413961482,20.34,8.07,39.96
5402,2,4.170166574,23.31,7.63,31.88
5403,3,4.015203768,28.45,8.88,37.47
5404,2,4.501674668,25.01,8.64,42.46
5405,4,4.571054593,23.05,7.32,36.97
5406,4,3.961258941,40.27,9.34,49.07
5408,5,3.819817165,33.71,9.35,58.55
5409,5,3.809105925,44.15,8.39,41.09
5411,5,3.653607871,44.15,8.71,43.89
5421,3,3.900176265,31.31,8.52,45.11
5422,4,4.739744762,31.63,7.66,39.42
5423,5,3.968390937,45.31,8.43,42.41
5424,5,3.726715185,50.26,8.22,36.36
5425,5,3.501787206,53.57,7.47,32.31
5427,4,3.628024791,36.27,7.93,45.49
5428,5,3.619691376,32.48,7.91,52.56
5431,3,4.718907102,33.11,9.12,43.13
5432,3,4.427809958,14.88,8.59,46.58
5433,4,5.434568834,27.24,9.71,53.59
5434,5,4.069276908,23.32,8.55,55.95
5435,5,3.798173371,33.33,8.8,53.39
5437,5,3.693041008,32.31,9.31,52.52
5438,5,3.612093348,38.73,9.04,48.73
5439,5,4.17822375,29.72,11.72,60.08
5441,5,3.824963665,25.2,10.38,58.22
5443,5,4.07128382,31.09,8.62,49.89
5445,5,3.578638836,49.42,7.94,37.05
5446,5,3.571281552,40.98,8.08,42.73
5447,5,4.082701468,38.75,8.15,44.47
5449,5,3.676839937,31.59,7.25,54.97
5451,5,3.627322443,40.55,9.44,45.11
5453,5,3.430581631,46.94,9.07,42.35
5454,5,3.728811691,44.96,8.11,37.36
5455,5,3.687181961,41.72,8.89,41.1
5461,2,4.611220472,28.74,8.38,46.3
5462,3,5.062559564,24.28,7.18,42.65
5463,3,4.166627164,32.21,8.34,46.23
5464,4,4.191223259,29.09,8.15,47.69
5465,5,4.321462657,31.06,7.35,51.28
5466,5,5.595157118,35.62,7.94,46.37
5467,2,4.214665334,21.36,8.03,33.79
5469,5,3.931436625,43.22,8.03,40.28
5471,5,3.564956719,21.71,7.48,60.52
5472,5,3.805925829,36.84,7.43,46.81
5473,4,3.883148104,41.81,8.07,43.29
5476,5,3.772624966,34.38,10.04,50.84
5481,3,3.637866375,28.85,8.82,51.22
5482,3,4.146308748,36.28,9.19,48.87
5491,4,3.985556032,42.01,8.01,44.95
5492,4,4.129291528,29.27,8.21,52.01
5501,2,4.488831501,25.61,7.6,29.38
5502,2,4.726687626,22.46,8.3,38.26
5503,2,5.256908405,24.89,7.76,35.2
5504,3,4.430992026,45.16,8.42,40.4
5505,2,3.727175788,42.28,7.59,44.48
5506,2,3.794750089,48.27,7.68,35.87
5507,4,4.423189409,49.45,7.86,38.91
5508,2,3.986978277,22.38,8.19,36.36
5509,2,4.453696502,15.79,8.19,40.64
5511,5,4.076090887,55.62,7.49,32.24
5512,5,3.353737134,49.51,8.94,40.82
5513,5,3.418315369,52.41,8.47,37.23
5521,4,3.914621267,43.92,7.96,42.67
5524,5,3.863745766,58.35,8.27,33.85
5525,5,4.755864932,42.48,8.28,45.43
5527,4,4.453935767,45.6,8.74,41.38
5528,5,3.614950576,44.95,8.11,45.3
5529,5,3.39965821,43.54,8.82,42.5
5531,4,3.920598766,48.61,8.15,38.45
5534,5,3.275514285,50.38,9.14,37.02
5541,4,3.658335919,44.29,8.26,42.0
5551,3,3.61975508,40.0,9.05,43.44
5552,2,3.849713248,39.68,7.79,34.43
5553,3,3.769606154,47.88,9.5,38.21
5554,2,3.95757205,25.53,8.11,37.62
5555,3,4.278010067,36.23,8.87,36.69
5556,5,3.382886306,52.46,8.72,36.35
5561,5,3.462087824,56.13,7.79,34.0
5563,5,3.530856386,50.14,8.04,40.01
5571,4,3.396806928,50.8,8.18,37.92
5575,5,3.169022848,54.38,7.63,37.15
5581,4,3.933664653,44.37,9.05,38.51
5582,4,4.129348464,48.52,8.93,31.56
5583,4,4.26764314,48.15,9.48,39.53
5591,4,3.738568694,48.4,8.2,36.26
5595,5,3.614646108,51.92,8.19,37.67
5611,1,5.030147678,23.59,7.57,25.66
5612,1,5.19954353,29.63,8.06,34.28
5613,1,5.049410039,26.58,8.37,31.07
5614,1,4.682643531,18.35,9.59,28.17
5615,1,4.937496203,26.64,8.27,34.0
5616,1,5.12169973,21.15,7.37,31.56
5617,1,6.107378573,11.06,5.3,33.29
5621,1,5.067164966,20.7,7.31,28.95
5622,1,4.643792773,23.13,6.65,29.53
5623,1,4.91470015,24.72,7.1,31.92
5624,2,4.597365046,30.74,7.82,37.75
5625,1,4.597266107,23.85,7.62,34.12
5626,4,5.575566728,43.0,8.38,36.74
5627,2,5.17591654,28.2,8.83,30.88
5628,1,4.574514477,30.25,6.86,29.98
5629,2,5.138658957,26.16,9.35,42.81
5631,2,4.412790072,41.65,9.28,41.12
5632,2,4.398277083,25.96,8.15,35.87
5633,4,4.528320916,35.05,9.06,54.96
5641,2,4.452619233,33.69,10.36,45.09
5642,2,4.55389645,20.55,7.33,34.58
5643,1,4.832344391,22.32,7.13,29.45
5644,2,4.865342929,40.34,8.98,40.56
5645,2,4.542966344,27.78,9.25,38.6
5646,2,4.050009159,53.24,9.33,32.45
5647,4,4.08365068,48.72,9.35,42.15
5651,2,5.779634997,56.31,7.51,35.15
5652,2,6.698282468,25.46,7.1,34.57
5653,2,5.398592229,25.37,7.52,35.33
5654,1,4.695790103,25.05,7.55,34.89
5655,3,5.056154273,30.49,10.57,36.99
5656,4,5.354769038,32.43,10.27,46.32
5657,5,5.538234504,44.92,9.68,57.15
5658,3,4.204727227,21.08,6.95,45.51
5661,4,4.802615524,42.32,10.25,44.62
5662,3,4.160334357,33.61,10.15,37.05
5663,3,4.379523841,27.04,9.4,43.78
5664,2,4.988647927,29.81,8.21,37.1
5665,2,4.669817434,50.39,8.62,32.88
5666,2,3.936958958,37.88,8.14,31.53
5667,3,4.16204457,36.53,8.46,36.74
5671,3,3.801880621,31.77,9.96,43.12
5672,3,4.353230092,27.03,9.64,37.64
5673,3,4.32283181,34.02,10.58,41.57
5674,5,3.863286684,44.98,9.37,46.01
5681,5,4.803015472,47.62,8.73,40.69
5682,3,4.668700312,38.74,10.53,45.7
5683,2,6.069994355,34.97,8.96,42.04
5684,2,4.357217044,34.92,8.04,42.18
5685,3,4.014559137,22.16,8.0,37.89
5688,4,3.948034963,43.64,8.9,43.01
5689,4,4.140643939,19.15,7.26,31.63
5691,4,5.001315299,51.43,8.12,33.88
5692,4,6.598581234,40.56,7.7,40.4
5694,4,3.810172794,37.14,8.74,47.34
5701,1,4.9974083,21.59,6.19,26.58
5702,2,4.353864845,31.76,9.29,39.83
5703,2,4.443882459,45.08,8.49,39.77
5704,3,4.487365888,40.47,8.02,38.34
5705,2,5.616398013,28.75,8.29,45.04
5706,3,4.396780039,30.57,7.86,42.47
5707,2,4.510653029,37.74,8.33,43.75
5708,4,3.692103481,44.09,8.28,40.98
5709,3,4.609668597,43.28,8.68,33.32
5711,3,4.129909309,39.02,8.16,40.53
5712,4,3.686751362,40.01,8.66,47.4
5715,5,4.134568719,51.24,8.5,38.01
5721,3,4.326748345,43.81,8.77,40.25
5722,4,4.061673254,32.79,7.38,25.03
5724,5,4.646080988,52.48,7.47,38.1
5725,5,3.709257329,35.33,10.06,48.43
5731,4,3.919625862,51.17,7.8,38.82
5735,4,3.979457822,36.44,9.29,48.65
5737,5,3.862541531,47.1,7.61,38.37
5738,5,3.591279303,46.44,8.13,43.1
5741,4,4.087384313,27.94,7.9,46.97
5751,3,4.547412287,36.67,8.14,37.15
5752,5,3.878066161,43.21,8.37,40.53
5753,4,3.906532787,34.56,9.47,47.06
5754,3,3.880839624,33.48,7.67,48.3
5756,5,3.919406035,54.25,8.93,33.88
5757,5,3.985112045,38.44,9.07,45.78
5758,5,3.862941118,34.68,9.78,49.97
5759,5,3.660085803,34.86,9.69,42.72
5761,5,3.55611766,51.55,7.76,39.51
5763,5,3.53727464,53.78,8.18,39.16
5764,5,3.526663246,60.93,7.06,27.12
5766,5,3.492671939,38.97,11.62,49.2
5768,4,3.664621473,40.28,8.0,45.45
5801,2,3.845574428,45.17,7.99,33.82
5802,2,4.357523924,26.68,7.62,36.78
5803,3,4.194460889,25.64,7.71,35.14
5804,4,3.784736138,37.43,7.39,43.89
5807,5,4.131483761,47.73,8.6,41.33
5808,5,4.429889187,42.56,8.34,45.24
5809,5,3.85600538,44.43,9.47,43.58
5811,5,3.963323669,44.86,8.97,47.19
5812,5,3.990707213,32.87,7.44,46.17
5813,5,3.939072272,47.71,8.71,43.43
5814,5,3.637719404,32.59,7.69,52.04
5815,5,3.562466935,56.24,7.83,37.95
5816,5,3.516991694,57.31,8.34,39.28
5817,5,4.050127385,53.41,8.93,37.31
5821,5,3.945356342,41.1,9.28,45.57
5823,5,3.440506119,40.67,8.79,45.56
5824,5,3.792598174,48.28,8.72,45.96
5825,5,3.515505666,55.95,8.06,33.96
5826,5,3.667615292,36.11,10.77,45.63
5827,5,3.852279477,29.32,8.69,57.77
5831,3,4.248721261,38.46,9.1,39.31
5835,5,3.904249893,32.96,10.64,51.96
5836,5,3.883767309,41.94,9.39,44.0
5841,5,3.58171943,51.47,8.89,36.48
5843,5,3.505278074,38.44,7.82,48.92
5844,5,3.640120393,44.21,7.98,41.79
5845,5,3.64000471,48.8,7.74,40.9
5846,5,3.471194155,48.83,7.89,43.12
5851,5,3.447366707,54.3,8.14,41.22
5853,5,3.40061061,31.84,8.04,54.49
5854,4,3.344428345,47.83,9.44,45.94
5855,5,3.317836314,46.97,9.94,42.49
5856,5,3.279914962,47.77,9.67,44.73
5861,5,4.321621921,37.69,9.1,49.34
5862,5,3.438090531,51.56,8.87,37.82
5863,5,3.559143736,44.71,8.49,49.61
5864,5,3.699786999,35.75,9.28,47.85
5865,5,4.089787581,40.06,8.95,43.55
5866,5,3.285290731,50.94,7.85,42.38
5871,5,3.379845578,36.8,8.28,50.58
5872,5,3.24301136,51.96,9.12,42.13
5911,1,4.83900961,22.71,7.85,31.73
5912,2,4.455023569,36.81,8.68,40.92
5913,2,4.076819857,29.77,9.46,35.34
5914,2,4.822999002,28.92,8.15,44.74
5915,3,3.668051233,43.31,9.52,48.96
5916,4,4.256775574,38.09,9.48,54.26
5921,1,4.748346437,21.16,7.91,33.61
5922,2,5.178296507,20.51,7.84,32.62
5923,2,4.598160334,24.36,8.24,39.25
5924,2,4.714992117,21.19,8.59,36.16
5925,3,4.967695099,26.23,8.69,45.0
5926,4,4.079773791,31.58,9.17,52.74
5927,5,4.305088943,52.1,9.73,47.18
5928,4,5.178473333,35.59,8.78,49.44
5931,3,4.470710819,18.4,8.45,41.21
5932,4,4.376583662,40.37,10.94,43.62
5935,4,4.042151172,28.15,8.92,42.4
5941,4,3.635601883,47.76,8.28,45.85
5943,5,3.313069428,57.48,8.0,36.83
5944,5,3.33543574,48.95,8.59,42.21
5951,4,4.200865888,40.49,8.45,43.72
5953,4,3.885400833,35.64,8.38,43.99
5954,5,3.630635756,39.21,10.66,51.54
5961,3,4.188615695,36.17,8.62,45.96
5962,5,3.699260937,30.88,8.22,57.9
5963,5,3.954594225,27.37,7.97,53.72
5964,5,3.466115929,44.83,8.34,48.86
5966,5,3.650384257,43.12,9.25,46.95
5971,4,4.132031913,42.15,8.61,45.24
5973,5,3.411646581,46.95,8.42,43.18
5975,4,3.915531129,41.04,8.82,45.9
5976,5,3.499244244,40.53,8.95,51.45
5977,5,3.583901694,34.44,8.33,42.98
5981,3,3.795276725,30.22,7.75,45.53
5984,5,4.064943992,43.55,8.62,49.72
5985,5,3.875450671,45.85,9.99,43.54
5986,5,3.992389533,39.76,8.51,42.9
5987,5,3.536912905,34.59,7.87,46.01
5988,4,3.528905359,54.92,7.22,34.84
5991,4,3.654141484,46.12,8.26,42.44
5993,5,4.025946784,44.69,9.49,42.63
5995,5,3.600838511,43.66,8.91,41.83
6001,2,4.742866364,29.53,7.7,33.1
6002,4,3.947645872,50.12,7.68,38.13
6003,4,4.673127775,25.89,8.4,48.63
6004,3,4.922269367,33.08,8.91,41.99
6005,4,3.805152517,41.03,10.74,47.56
6006,3,3.490546726,50.33,8.34,42.73
6011,5,3.984913397,37.34,9.47,48.69
6012,5,3.604190251,33.07,9.46,52.19
6013,5,3.866271772,34.69,9.37,51.7
6014,5,4.241399865,29.06,8.3,46.7
6015,5,3.28361785,41.57,8.52,42.86
6017,5,3.894944401,36.75,10.18,50.82
6019,5,4.388630115,27.46,9.27,45.18
6021,4,3.688440353,46.1,8.39,37.6
6023,5,3.311879295,27.47,8.37,50.16
6024,5,3.482497029,35.5,11.98,45.99
6026,4,4.005862556,51.96,8.45,35.84
6027,5,3.40496962,46.63,10.55,41.55
6028,5,3.103858284,47.34,7.11,44.66
6029,5,3.480026184,49.9,8.59,37.88
6031,4,4.14573941,46.4,8.36,42.47
6034,5,3.771365153,43.66,10.4,47.17
6035,5,3.79682228,27.99,8.39,51.04
6037,5,4.299700286,38.29,8.97,48.88
6039,4,3.449246138,39.46,9.09,47.57
6041,2,4.599559277,25.82,8.75,46.02
6042,2,4.179364663,40.12,9.23,47.48
6043,2,4.299901608,20.37,7.87,34.12
6044,2,4.451819271,43.31,9.82,42.91
6045,3,4.206146974,36.41,8.61,44.37
6049,4,3.673533013,21.12,9.42,50.94
6051,4,4.575962252,32.47,9.06,44.77
6061,5,3.427148586,45.64,8.41,41.87
6063,5,3.190369672,55.16,8.3,39.26
6065,5,3.546993762,53.24,7.98,44.03
6067,5,3.765098634,28.25,7.74,41.02
6071,4,3.844090037,42.8,9.37,48.26
6074,4,3.459234962,29.48,8.99,49.39
6075,5,3.184002236,52.49,8.45,44.29
6077,5,3.481186602,56.4,8.21,35.11
6081,4,3.975519882,49.26,8.83,42.0
6082,5,3.842280634,20.13,9.61,57.35
6083,5,3.517385874,56.41,8.41,37.97
6085,5,4.191107678,51.05,7.57,39.55
6086,5,3.492552857,40.35,9.44,47.66
6088,5,3.494769543,43.48,7.7,46.37
6089,5,3.610365129,54.36,8.94,36.27
6091,5,3.698266365,42.55,8.54,46.24
6092,5,3.799140759,25.62,7.56,47.27
6093,4,3.524512534,44.32,9.71,45.08
6095,5,3.975817466,34.3,8.96,50.09
6096,5,3.940821627,36.62,8.45,47.01
6097,5,3.805701723,40.08,9.36,45.48
6099,5,3.754886271,50.62,8.46,44.98
6101,3,4.535447113,29.09,9.66,46.05
6102,4,3.522454802,42.83,8.45,42.38
6104,5,3.321030346,44.97,9.12,42.32
6105,5,3.220339096,61.37,7.91,29.98
6107,5,3.56981104,22.8,9.84,63.59
6109,5,3.584108927,24.12,9.51,65.9
6111,5,3.658590989,54.56,8.39,36.53
6112,5,4.37702245,56.64,7.77,38.6
6114,4,4.124922451,42.71,11.54,43.52
6116,5,4.087687151,27.92,9.7,64.98
6118,5,4.099028842,34.73,10.93,45.29
6121,4,5.19066897,44.6,8.67,39.24
6122,4,4.586592212,31.34,8.07,40.57
6123,5,5.468129996,24.03,8.91,46.23
6124,5,3.617701717,32.47,8.92,48.53
6125,5,3.371751635,31.14,9.51,49.12
6127,5,3.09869519,25.17,11.24,56.34
6129,4,3.929544697,27.77,9.05,49.74
6131,2,4.524132086,27.53,7.39,35.76
6132,3,3.446491633,37.37,10.84,41.85
6133,3,4.173665967,25.0,9.46,39.72
6134,3,5.173515559,28.57,7.2,42.92
6135,3,5.074527681,26.54,8.14,42.5
6136,2,4.424656648,35.88,9.47,38.39
6137,2,3.580721256,33.11,9.78,43.08
6141,4,4.337805858,35.6,8.19,42.13
6142,5,4.261762945,28.8,7.57,47.47
6143,5,4.20303906,45.39,8.05,47.24
6151,4,3.701218836,34.32,11.93,39.47
6153,5,3.776722742,45.0,10.6,45.17
6155,5,3.448672901,31.67,8.87,53.27
6161,2,5.963706223,33.12,8.68,39.09
6162,2,5.428201837,24.94,8.28,43.32
6163,3,5.683934393,28.63,8.33,45.3
6164,2,4.97132867,34.0,8.64,39.66
6165,2,4.67871249,28.83,8.28,33.31
6166,2,4.50276417,24.67,8.47,38.72
6167,5,5.775065728,49.58,8.76,42.16
6171,3,4.696430693,34.19,9.26,45.25
6174,5,3.598817115,58.36,9.34,31.21
6176,5,4.049706766,37.97,10.17,45.94
6181,4,3.803806577,35.01,9.05,49.32
6191,3,4.451530461,30.3,9.2,44.63
6199,5,6.553273106,19.82,8.73,50.53
6211,1,4.462612379,31.04,6.91,31.69
6212,2,3.434351488,42.44,11.42,47.25
6213,2,3.253063781,31.47,11.76,46.75
6214,1,3.935974124,27.83,6.93,31.26
6215,2,3.460472405,29.21,7.59,36.56
6216,1,3.595000559,33.39,8.32,54.43
6217,1,4.121573968,29.76,7.95,43.89
6218,2,3.41302482,26.86,7.79,49.53
6219,3,4.283033496,33.96,11.36,51.74
6221,1,4.80478943,21.03,7.71,30.29
6222,3,5.619640827,35.74,9.24,45.82
6223,5,3.580593625,26.77,9.68,74.6
6224,1,4.847218992,19.34,7.63,36.01
6225,3,4.670236579,32.7,9.13,49.47
6226,2,4.112232718,27.51,9.25,44.75
6227,2,4.054019352,26.79,9.3,39.97
6228,2,3.686131411,28.68,9.07,43.51
6229,2,4.101246628,27.89,10.3,47.27
6231,4,4.738338004,43.41,9.3,41.36
6235,5,3.944391255,38.82,9.32,47.47
6237,5,5.093407515,23.59,8.54,54.93
6241,4,4.328462,39.57,9.32,47.51
6243,5,3.626997876,45.83,8.83,50.55
6245,4,3.595646058,25.77,9.32,55.66
6247,5,3.78904479,32.02,8.78,53.61
6251,5,3.120088767,51.37,8.6,42.69
6252,5,3.105975101,16.71,8.83,70.29
6255,5,3.052005019,32.42,9.93,56.97
6261,5,3.070160895,35.86,8.08,51.96
6262,5,3.026030694,28.37,7.96,60.42
6265,5,3.138792503,44.81,7.87,50.67
6267,5,3.397389326,39.72,10.01,53.81
6268,5,3.486385383,43.59,9.57,46.79
6269,5,3.29059137,27.87,8.11,53.62
6271,4,3.048704525,47.85,8.35,42.67
6273,5,3.322240401,40.34,8.49,46.04
6274,5,3.202141437,43.86,8.99,41.85
6276,5,2.819504523,50.19,7.39,48.39
6277,5,2.960322842,52.55,7.73,42.47
6278,5,2.887717674,59.52,8.46,31.32
6281,5,2.850298694,52.26,7.64,43.57
6285,5,2.775399672,49.05,7.58,46.74
6286,5,3.437746335,37.0,9.42,52.57
6287,5,3.219369789,35.85,9.3,57.78
6289,5,3.294366407,27.68,8.33,55.37
6291,3,2.98471073,51.12,8.4,38.84
6294,5,2.85564802,57.24,7.44,38.22
6295,5,3.313936128,47.86,8.94,48.09
6301,4,3.56050629,44.44,9.28,43.33
6305,5,3.092666724,45.74,9.4,48.65
6307,5,3.06678165,27.32,8.67,65.15
6311,5,3.277325355,24.52,7.96,59.61
6312,5,3.124936365,18.98,6.82,72.49
6321,5,3.0903493,43.09,8.4,48.08
6325,5,3.50330803,46.42,9.06,42.65
6333,5,3.363224892,28.13,8.4,54.16
6336,5,3.569097805,30.75,9.11,49.64
6341,5,3.327748588,45.01,8.36,61.66
6342,5,3.22380396,25.1,8.0,60.23
6343,5,3.597122569,31.55,8.78,52.52
6351,4,3.713831891,34.58,7.96,48.75
6353,5,3.553782264,21.61,7.57,59.77
6361,4,3.81310183,38.58,9.9,49.15
6363,5,3.656533077,40.48,8.54,47.57
6365,5,3.901087172,41.11,10.6,47.91
6367,4,3.627191174,33.69,9.03,51.14
6369,4,3.903849678,33.18,8.59,49.3
6371,2,3.828846755,40.4,9.66,37.45
6372,2,4.039224707,41.58,10.18,38.16
6373,2,3.823416179,49.0,9.03,41.51
6374,3,3.607058492,36.43,9.35,44.39
6411,1,4.904359963,39.57,9.25,36.36
6412,2,4.864000044,30.85,9.3,42.85
6413,2,3.957473782,31.5,9.88,44.01
6414,3,3.528633157,44.1,9.5,47.59
6415,2,3.84968027,26.97,8.56,43.28
6416,2,4.047771977,35.04,9.05,40.87
6417,2,4.459456646,26.54,9.37,37.97
6418,2,4.529426877,31.61,9.16,43.92
6419,3,4.900270185,39.62,10.63,44.11
6421,2,4.116136293,32.25,14.19,44.79
6422,5,6.123491835,36.03,10.04,48.48
6431,2,4.009442199,23.98,8.9,38.7
6432,2,3.988644343,39.84,8.56,39.87
6433,3,5.203969798,31.18,9.78,42.67
6436,4,3.703858152,34.14,9.04,38.29
6438,4,3.607587489,31.69,10.28,42.9
6439,5,3.729269132,31.89,8.43,48.33
6441,2,4.15820775,32.19,9.24,40.47
6442,3,3.854870597,45.19,8.92,46.02
6443,2,4.058967547,40.51,9.29,50.2
6444,2,3.804180131,23.14,10.28,38.58
6445,3,3.697282765,48.13,8.41,48.59
6446,3,3.998234109,26.61,9.18,44.58
6447,5,3.587040666,26.45,11.18,49.44
6451,4,3.348129076,59.97,8.49,41.26
6454,5,3.360326118,49.42,8.93,46.68
6456,5,3.331612264,32.57,8.68,54.54
6461,1,3.84551959,23.39,8.23,36.71
6462,2,3.788128461,31.94,8.88,36.79
6463,2,3.983708546,32.01,8.27,38.56
6464,3,3.379511895,40.26,10.24,41.78
6465,4,5.072965364,35.11,10.57,48.82
6466,2,4.805432459,32.6,8.27,40.99
6467,2,4.37743149,24.88,9.04,37.08
6468,4,4.333318573,49.12,9.87,43.4
6469,4,5.033720628,43.39,9.59,38.34
6471,3,3.676633803,36.93,9.98,40.86
6511,1,5.312413435,24.67,7.56,36.01
6512,1,4.90694253,15.48,8.97,32.56
6515,3,4.865354122,24.99,7.49,54.47
6521,1,4.591684821,25.87,10.41,35.56
6522,2,4.52576639,29.92,10.45,57.9
6523,2,3.949025172,48.65,8.94,34.76
6524,1,4.751997395,23.29,10.3,36.91
6525,2,4.149402053,41.55,8.47,39.9
6531,1,4.547311575,19.27,10.21,38.47
6532,2,4.590687594,41.28,8.86,40.94
6533,2,4.268217752,21.64,9.0,40.48
6534,2,4.903973157,32.65,8.14,43.46
6535,2,4.122490859,21.67,7.09,42.77
6536,2,4.299319118,33.68,8.92,44.9
6537,2,4.998089857,37.1,8.41,45.77
6538,2,4.727240532,28.53,7.77,41.24
6541,1,5.324342417,20.91,8.05,43.87
6542,1,4.776125948,19.62,9.93,44.84
6543,2,4.73837995,23.8,9.66,44.18
6544,2,5.136233136,26.43,7.85,40.82
6545,2,5.055304289,26.99,8.78,41.39
6546,3,5.425898956,26.25,8.26,46.41
6551,5,4.244735123,26.3,8.03,60.27
6561,4,3.469953032,52.99,8.03,42.59
6562,4,3.408774985,43.49,8.95,49.79
6564,4,3.586681989,57.59,8.31,31.72
6566,4,3.470074629,25.95,9.71,60.12
6571,5,3.492890613,60.75,7.31,33.23
6572,5,3.547314043,70.45,6.64,22.38
6573,4,3.887587253,43.82,9.1,44.01
6574,4,4.002333726,56.08,9.12,32.64
6575,5,3.83513406,24.26,9.75,65.44
6576,5,3.641007286,29.25,14.09,64.83
6577,5,3.595799999,30.13,10.75,59.03
6578,5,3.367938473,26.95,8.49,64.83
6579,5,3.519798639,31.11,10.95,61.11
6581,3,3.85225449,52.21,8.78,38.06
6582,5,4.671195313,42.22,8.45,45.85
6584,4,3.756840993,44.81,9.09,44.78
6585,5,3.637860036,53.78,8.67,41.94
6586,5,3.613132692,62.74,7.98,29.78
6587,5,3.533740868,31.29,9.04,53.83
6591,4,3.902807561,37.03,9.81,41.27
6595,4,3.426026766,40.0,9.62,49.84
6596,5,3.655943945,39.35,9.33,56.07
6598,5,3.959077286,48.94,9.21,38.53
6599,5,3.377260599,36.95,10.09,55.36
6601,2,4.927675002,22.12,8.52,49.57
6602,2,4.304896028,28.66,9.12,42.78
6603,4,4.044742856,43.84,8.65,46.47
6604,4,4.776413117,27.22,9.24,49.59
6605,3,3.898905804,18.16,9.58,44.56
6606,5,4.665518798,26.33,8.79,55.63
6611,5,3.830924053,41.75,8.52,56.27
6612,5,3.702261058,29.02,9.22,57.5
6613,5,3.715657954,29.79,9.15,57.75
6615,5,4.310244808,47.77,7.99,45.35
